"","business_id","name","address","city","state","postal_code","latitude","longitude","categories"
"56","37Yr0CSGSuVdBnYfLLjkTQ","Dollar Tree","3665 S Rainbow Blvd, Ste 101","Las Vegas","NV","89103",36.123421,-115.243045,"Shopping, Discount Store"
"57","2hrj6ISpLJmvRen3AZkBWw","Subway","5655 Centennial Center Blvd, Ste 110","Las Vegas","NV","89149",36.2643443318,-115.2579024737,"Food, Fast Food, Restaurants, Sandwiches"
"58","WgvJcTe_RdlIfnvxEzn2Mg","Roberto's Taco Shop","6435 S Rainbow Blvd, Ste 104","Las Vegas","NV","89118",36.0717181212,-115.243497734,"Mexican, Restaurants"
"59","fOq7DDqqsVm2XOFSL925XA","Starbucks","122 East Clark Ave","Las Vegas","NV","89101",36.165913,-115.14752,"Food, Coffee & Tea"
"60","ivXSATui5znHvRuVExj3vw","Subway","9845 S Maryland Pkwy, Ste A","Las Vegas","NV","89183",36.0106875,-115.1371278,"Restaurants, Fast Food, Sandwiches"
"61","eit6KEsA8gg2rpheUJ_Abg","Check City","2475 S Jones Blvd, Ste 2","Las Vegas","NV","89146",36.1452748296,-115.2258050903,"Tax Services, Financial Services, Financial Advising, Check Cashing/Pay-day Loans, Insurance, Title Loans"
"62","2NsEac9xCBI05bo5l4yI7Q","Hertz Rent A Car","7135 Gilespie St","Las Vegas","NV","89119",36.0600895,-115.1641639079,"Automotive, Car Rental, Hotels & Travel"
"63","JoGSu-tSwFngXv3pGjPXmw","The UPS Store","4045 S Buffalo Dr, Ste A-101","Las Vegas","NV","89147",36.115465,-115.26237,"Shipping Centers, Mailbox Centers, Local Services, Notaries, Printing Services"
"64","BuGweXjpqEo_5ovBHd-7zQ","Wendy's","301 S Decatur Blvd","Las Vegas","NV","89107",36.1697444,-115.2054358,"Fast Food, Hot Dogs, Burgers, Restaurants"
"65","TuXrSIcnXA6DDH5eKgkjOA","Supercuts","6440 Sky Pointe 130","Las Vegas","NV","89131",36.2799493747,-115.2617686987,"Beauty & Spas, Hair Salons"
"66","LNh1nxrPzGGWri54_4qCsA","CVS Pharmacy","2735 S Maryland Pkwy","Las Vegas","NV","89109",36.1403,-115.137731,"Drugstores, Shopping"
"67","8Uq4KDu10q1NAjA86v5Oeg","Subway","6087 S Pecos Rd, Ste 100","Las Vegas","NV","89120",36.0792394487,-115.1015573367,"Sandwiches, Restaurants, Fast Food"
"68","AyKOSCyaPb7x8a9gqZ0z2A","Subway","6440 Sky Pointe Dr, Ste 140","Las Vegas","NV","89131",36.279833,-115.2615955,"Restaurants, Sandwiches, Fast Food"
"69","AUl6myFhTAbEqt0GMdKHiw","Chipotle Mexican Grill","7340 Arroyo Crossing Pkyw, Ste 100","Las Vegas","NV","89118",36.0636775,-115.2520419,"Restaurants, Fast Food, Mexican"
"70","84wisPoQCMx8jIY5hF5ALw","Hertz Rent A Car","1815 E Sahara Ave","Las Vegas","NV","89104",36.1438535,-115.1270946,"Hotels & Travel, Car Rental"
"71","IkmL3syVMj8zZxpL-7SYsw","Subway","6530 S Decatur Blvd","Las Vegas","NV","89118",36.0711489,-115.2073958,"Restaurants, Sandwiches, Fast Food"
"72","o69XnnmtOaj6a2sjOTsGeg","Capriotti's Sandwich Shop","3830 E Flamingo Rd, Ste E5","Las Vegas","NV","89121",36.1170337131,-115.0904042894,"Restaurants, Delis, Sandwiches"
"73","qSkGFtWm2yw2qX1nITb25w","Enterprise Rent-A-Car","8635 S Rainbow Blvd, Ste 100","Las Vegas","NV","89139",36.03172,-115.2443042,"Car Rental, Hotels & Travel"
"74","oNlsiPYrawa9DxFO9TioYw","The Coffee Bean & Tea Leaf","4300 Meadows Lane, #5527","Las Vegas","NV","89107",36.1725319,-115.197258,"Coffee & Tea, Food"
"75","ktJJMphosVXddoLGG9xR4A","McDonald's","3175 N Rancho","Las Vegas","NV","89130",36.2167463,-115.2124209,"Coffee & Tea, Fast Food, Restaurants, Burgers, Food"
"76","wFU96ah70juScw822O4Zpw","Subway","202 Fremont St","Las Vegas","NV","89101",36.1696655,-115.1441707,"Sandwiches, Fast Food, Restaurants"
"77","H9tOBBx3c5ILzEOCITJfSA","Starbucks","7541 West Lake Mead Boulevard, Suite 300","Las Vegas","NV","89128",36.1956881295,-115.258945,"Food, Coffee & Tea"
"78","2kWrSFkIes_d2BMg4YrRtA","Pizza Hut","560 N. Nellis Blvd, Ste E1","Las Vegas","NV","89110",36.169353,-115.061694,"Pizza, Restaurants"
"79","ER7lT5gKBN-WpNkSIChQAQ","Enterprise Rent-A-Car","301 Fremont St","Las Vegas","NV","89101",36.170154,-115.142871,"Hotels & Travel, Car Rental"
"80","JiSJVvSvoJXyL4AuUQIMMw","The UPS Store","4132 S Rainbow Blvd","Las Vegas","NV","89103",36.1127719275,-115.2418176234,"Notaries, Mailbox Centers, Local Services, Shipping Centers, Printing Services"
"81","Ew5JT5TZYR1hjv2QGJq6VQ","Walgreens","6401 W Charleston Blvd","Las Vegas","NV","89146",36.1586344,-115.2353367,"Drugstores, Convenience Stores, Cosmetics & Beauty Supply, Beauty & Spas, Shopping, Food, Photography Stores & Services"
"82","hl3SvWdVqOI8mSbeXHGGZQ","FedEx Office Print & Ship Center","3708 Las Vegas Blvd S","Las Vegas","NV","89109",36.109856,-115.17634,"Couriers & Delivery Services, Printing Services, Shipping Centers, Local Services, Professional Services, Event Planning & Services, Signmaking"
"83","lXOdSzpRY1B94wT3K7Tlmw","ARCO ampm","6390 N Durango Dr","Las Vegas","NV","89149",36.2769100399,-115.2871501073,"Automotive, Gas Stations, Car Wash, Food, Convenience Stores"
"84","sd7Ci7gTC6Ia1cAIPcmDGw","McDonald's","4321 W Flamingo Rd","Las Vegas","NV","89103",36.1144137,-115.1958971,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food"
"85","WlqxMI84U-Cku3Qs-tJUJQ","Subway","1961 N Nellis Blvd","Las Vegas","NV","89115",36.1954921,-115.06261,"Sandwiches, Restaurants, Fast Food"
"86","4UmjnX46qbhV6-D5W89IOQ","Taco Bell","7060 S Jones Blvd","Las Vegas","NV","89118",36.0609332,-115.2242758,"Fast Food, Tex-Mex, Restaurants, Mexican"
"87","t8rluekhg8LVJXwbTYaZVQ","KFC","Fashion Show Mall, 3200 Las Vegas Blvd S","Las Vegas","NV","89109",36.1273747911,-115.1689989543,"Restaurants, Fast Food"
"88","wY60zSjcHe0bsQGegLkxEA","Autozone","2828 E Evans Ave","Las Vegas","NV","89030",36.2099309,-115.1086388,"Auto Parts & Supplies, Automotive"
"89","86xm0Q8iX5ZjODWMkvwnxA","Popeyes Louisiana Kitchen","3717 S Las Vegas Blvd, Ste 206A","Las Vegas","NV","89109",36.1088418,-115.1721488,"American (Traditional), Chicken Shop, Restaurants, Southern, Fast Food, Chicken Wings"
"90","l_-4l8JwZbAn75Q1sfI7zQ","Walgreens","4905 W Tropicana Ave","Las Vegas","NV","89103",36.1003506,-115.2086463,"Cosmetics & Beauty Supply, Drugstores, Beauty & Spas, Food, Convenience Stores, Shopping, Photography Stores & Services"
"91","WMj5Uj04pAqFxLMnJQcQqw","Panda Express","3355 Las Vegas Blvd S","Las Vegas","NV","89109",36.121177,-115.168596,"Caterers, Restaurants, Event Planning & Services, Chinese, Fast Food"
"92","Ke0nQzmHSGTdSqmagaNr4Q","Panda Express","820 S Rampart Blvd","Las Vegas","NV","89145",36.1621982,-115.2888247,"Restaurants, American (New)"
"93","xo4JdGUuHQapOnQ4VIfN0Q","7-Eleven","3685 S Maryland Pkwy","Las Vegas","NV","89169",36.1224382273,-115.1379591925,"Gas Stations, Grocery, Coffee & Tea, Automotive, Food, Convenience Stores"
"94","1tNVPumjvFErYjvSXbOQ6Q","Wendy's","4400 W Sahara Ave","Las Vegas","NV","89102",36.1449223,-115.2001708,"Restaurants, Fast Food, Burgers"
"95","1d-yIypEtk1wc2PTY8xAQg","Bodyheat Tanning","8400 W Farm Rd, Ste 1","Las Vegas","NV","89131",36.2994592,-115.2790819,"Beauty & Spas, Tanning"
"96","2nraROl3d0-Wr9EPGkW-1A","Subway","Suncoast Hotel And Casino","Las Vegas","NV","",36.1701296258,-115.2908725811,"Fast Food, Restaurants, Food, Sandwiches"
"97","svLagw0xgIdePMfPPJfiwA","Quest Diagnostics","9499 W Charleston Blvd","Las Vegas","NV","89117",36.1584261,-115.3023029,"Doctors, Health & Medical"
"98","JsGswUxAFK4uRht2UL62UA","Panda Express","3825 S Maryland Pky","Las Vegas","NV","89119",36.1194384,-115.1381069,"Chinese, Restaurants, Fast Food"
"99","60k9jrzsQ-uO8dlQuUIjQg","Burger King","3555 Las Vegas Blvd S","Las Vegas","NV","89109",36.1156338,-115.172557,"Burgers, Restaurants, Fast Food"
"100","0SEPncFbs68axiz61pWkAA","T-Mobile","3528 S Maryland Pkwy, Ste 182","Las Vegas","NV","89169",36.1238778,-115.1354527,"Mobile Phones, Shopping"
"101","oI11Y5AZscmmn12Yv3PinQ","Subway","9265 S Cimarron Rd","Las Vegas","NV","89178",36.0198631,-115.2704078,"Restaurants, Fast Food, Sandwiches, Salad"
"102","tAdgAmRZnAOvCipAr2trqQ","Burger King","4111 Boulder Hwy","Las Vegas","NV","89121",36.1329379,-115.084697,"Fast Food, Restaurants, Burgers"
"103","P7Dqa0IbcFgRZ1aK7CPAOw","McDonald's","3815 S Maryland Pkwy","Las Vegas","NV","89109",36.1200235382,-115.1380123897,"Fast Food, Coffee & Tea, Burgers, Food, Restaurants"
"104","im3uP8td_AEUFVyW_t_VSQ","Starbucks","3150 Paradise Rd","Las Vegas","NV","89109",36.1333516614,-115.1538848877,"Food, Coffee & Tea"
"105","kRRtnGLDTTfKyeuwjh8Blg","Subway","6525 S Fort Apache Rd","Las Vegas","NV","89148",36.0696147774,-115.2982040877,"Sandwiches, Restaurants, Fast Food"
"106","eLvQ_LmsvPQ3NYvBwjS1HA","Bank of America","3430 E Tropicana Ave","Las Vegas","NV","89121",36.1006736,-115.1002334,"Mortgage Brokers, Home Services, Real Estate, Financial Services, Banks & Credit Unions"
"107","-wabMTvmllPuVDN0hXa1LA","AT&T Store","7531 W Lake Mead Blvd","Las Vegas","NV","89128",36.1956283,-115.2582446,"Shopping, Professional Services, Internet Service Providers, Telecommunications, Local Services, Home Services, Mobile Phone Accessories, IT Services & Computer Repair, Mobile Phones"
"108","Rmrr5ay7HeFnmzwf4Q6L8w","GNC","5130 S Fort Apache Rd, Ste 270","Las Vegas","NV","89148",36.0966376731,-115.2964496613,"Vitamins & Supplements, Specialty Food, Health & Medical, Health Markets, Shopping, Medical Centers, Food"
"109","ujfIrNpNM9D020nPL4znRQ","Del Taco","2450 N Rancho Dr","Las Vegas","NV","89130",36.2036872,-115.1992573,"Mexican, Restaurants"
"110","2C-Su_yxiOfojKP5xTMmEw","Bodyheat Tanning","8975 West Charleston Blvd","Las Vegas","NV","89117",36.158026,-115.289113,"Beauty & Spas, Tanning"
"111","WY630Bgo202sOpiT57EN5g","Pizza Hut","7000 W Charleston Blvd","Las Vegas","NV","89117",36.159444,-115.251164,"Restaurants, Pizza"
"112","mxeYwJLqiV2IRRcQgxFRBQ","Starbucks","3730 Las Vegas Blvd S","Las Vegas","NV","89158",36.1063297708,-115.1735031741,"Hotels & Travel, Event Planning & Services, Coffee & Tea, Hotels, Food"
"113","pgFunyzq3xSuz84IDEeECQ","Walgreens","5610 Centennial Center Blvd","Las Vegas","NV","89149",36.2637347,-115.2560682,"Convenience Stores, Cosmetics & Beauty Supply, Food, Shopping, Photography Stores & Services, Drugstores, Beauty & Spas"
"114","9F7NTHmXRSY89IjeQ4-8Zg","Starbucks","651 N. Rainbow Blvd., #110","Las Vegas","NV","89107",36.179406,-115.24262,"Food, Coffee & Tea"
"115","6gxlDhmZ80bhflm2A-U0KQ","Burger King","2599 S Nellis Blvd","Las Vegas","NV","89121",36.1427118,-115.0661126,"Burgers, Restaurants"
"116","zYKblyjRDoiOum6NYuvZ6g","Starbucks","600 E Warm Springs, #100","Las Vegas","NV","89119",36.057349,-115.14933,"Coffee & Tea, Food"
"117","eNrBPQA92s7ckh2FOWi8Eg","Domino's Pizza","1970 Village Center Cir","Las Vegas","NV","89134",36.1916690719,-115.3068856471,"Food, Pizza, Restaurants, Chicken Wings, Sandwiches"
"118","puaFlVmeV5xsb9IdiqjC7w","Burger King","8475 W Warm Springs Rd","Las Vegas","NV","89113",36.0552449209,-115.2765671317,"Fast Food, Sandwiches, Burgers, Restaurants, Food"
"119","PLVJCN2p1MIkeDzIbAx9kA","Denny's","8000 W Sahara Ave","Las Vegas","NV","89117",36.1443071533,-115.266170865,"Diners, American (Traditional), Food, Restaurants, Breakfast & Brunch"
"120","DDfGmZ07nTAR579uCd7gzQ","McDonald's","6005 S Eastern Ave","Las Vegas","NV","89119",36.0803469,-115.1218821,"Fast Food, Burgers, Restaurants, Coffee & Tea, Food"
"121","UGy0QULAPPRcOUJQSiRmGQ","Tropical Smoothie Cafe","7660 West Cheyenne Avenue, Suite 121","Las Vegas","NV","89129",36.2191781,-115.2624712,"Restaurants, Sandwiches, Juice Bars & Smoothies, Food, Breakfast & Brunch"
"122","t3AWGr757V4Fvcun6sDsuw","Capriotti's Sandwich Shop","3981 E Sunset Rd","Las Vegas","NV","89120",36.070760187,-115.0883286676,"Sandwiches, Restaurants"
"123","MDaPJolaXK24lvwEhZ-JDw","Autozone","4410 N Jones Blvd","Las Vegas","NV","89130",36.239976,-115.2249021,"Auto Parts & Supplies, Automotive, Auto Repair"
"124","Fvk43lDBm_khIX4QndnfMQ","Hertz Rent A Car","3000 Paradise Rd","Las Vegas","NV","89109",36.1362611,-115.1512539,"Car Rental, Hotels & Travel"
"125","UMB6PBP_Yj4_nOsI80YEDg","Chevron","9380 W Tropicana Ave","Las Vegas","NV","89147",36.100414086,-115.296748057,"Automotive, Gas Stations, Car Wash"
"126","Ekxhn3gyMfoXslnVxhZn3w","Taco Bell","6200 West Lake Mead","Las Vegas","NV","89108",36.195937,-115.227792,"Mexican, Restaurants, Tex-Mex, Fast Food"
"127","reMD4XrJSJ-bQ185AmZL3A","Del Taco","5915 W Sahara Ave","Las Vegas","NV","89146",36.1438685015,-115.2226880008,"Mexican, Restaurants"
"128","lk1aFmdWAZsvTVh-w0bo7g","ARCO ampm","6102 W Flamingo Rd","Las Vegas","NV","89103",36.1148101983,-115.2254177257,"Automotive, Gas Stations, Food, Convenience Stores"
"129","yie1IIw2dlfy5n6ywvHUvw","Capriotti's Sandwich Shop","8090 Blue Diamond Rd, Ste 190","Las Vegas","NV","89178",36.020945,-115.267745,"Sandwiches, Restaurants"
"130","jD1UzjIOyEgYzmPBMp8d0Q","Check City","8505 S Eastern Ave","Las Vegas","NV","89123",36.0345888,-115.1191088,"Financial Services, Insurance, Title Loans, Tax Services, Financial Advising, Check Cashing/Pay-day Loans"
"131","2Mn4SJjDwMM-oH86eDxRvg","Chase Bank","8565 W Warm Springs Rd","Las Vegas","NV","89113",36.054234,-115.278688,"Financial Services, Banks & Credit Unions"
"132","ES64p4ZlDPKv-ZUEB7Tv2g","Great Clips","8465 W Sahara Ave, Ste 107","Las Vegas","NV","89117",36.1431852199,-115.2758389754,"Hair Salons, Hair Stylists, Barbers, Beauty & Spas"
"133","9ieAERCkT_akyrxTS9NQNA","U.S. Bank","2655 S Maryland Pkwy","Las Vegas","NV","89109",36.1413924,-115.1385059,"Banks & Credit Unions, Financial Services"
"134","4jUj7xHIhdHpTrb0ZXSToA","The Coffee Bean & Tea Leaf","4550 S Maryland Pkwy","Las Vegas","NV","89119",36.1067927,-115.1364724,"Food, Coffee & Tea"
"135","MFQylpIgFrJSMUgI_wva4Q","7-Eleven","2910 S Maryland Pkwy","Las Vegas","NV","89109",36.1366410303,-115.1363351941,"Food, Grocery, Convenience Stores, Coffee & Tea"
"136","l9yFnPNg2-ArwPU6b07lDw","Great Clips","2833 E Desert Inn Rd","Las Vegas","NV","89121",36.1292238253,-115.11141964,"Hair Salons, Beauty & Spas"
"137","l-syVU_B8T4ZTr_SpMCKfg","Popeyes Louisiana Kitchen","6500 Boulder Hwy","Las Vegas","NV","89122",36.0836304,-115.0326513,"Chicken Wings, Restaurants, Fast Food, American (Traditional)"
"138","AeguY-nD227E48k6dsteFg","Chase Bank","2865 E Charleston Blvd","Las Vegas","NV","89104",36.158393,-115.111998,"Banks & Credit Unions, Financial Services"
"139","XfHUMPMSiVHqQ9-u2ZisLg","Starbucks","4850 West Craig Road","Las Vegas","NV","89130",36.240253,-115.209167,"Coffee & Tea, Food"
"140","5uvX6yqie9DpHR7UAiQZtw","McDonald's","7150 W Craig Rd","Las Vegas","NV","89129",36.2410283003,-115.2502647042,"Restaurants, Fast Food, Burgers, Food, Coffee & Tea"
